dfnvarn, dataframe ,  variable,        intercept,   [b1. b2. b3]. ,            R squared,         standard deviation   count
fallcFEV05 , fallc , FEV05 , -0.37252 , 0.01863 , -0.0003164 , 9.518e-05 , 0.70245 , 0.5389 , 1517
fallcFEV1 , fallc , FEV1 , -0.74308 , 0.01498 , -0.0003341 , 0.0001395 , 0.75723 , 0.71823 , 1517
fallcFEV3 , fallc , FEV3 , -1.04389 , 0.02157 , -0.0004084 , 0.00016346 , 0.76141 , 0.81523 , 1517
fallcFEV6 , fallc , FEV6 , -1.09798 , 0.02752 , -0.0004507 , 0.00016389 , 0.749 , 0.81861 , 1517
fallcFVC , fallc , FVC , -1.13656 , 0.03077 , -0.0004654 , 0.00016383 , 0.73776 , 0.81499 , 1517
fallcMMEF , fallc , MMEF , 0.08367 , 0.00279 , -0.0003472 , 0.00013163 , 0.53246 , 1.12766 , 1517
fallcPEFR , fallc , PEFR , -0.8639 , 0.08712 , -0.0011503 , 0.00023327 , 0.5725 , 1.57302 , 1517
fallmaEXPIR , fallma , EXPIR , 4.42309 , 0.18054 , -0.001032 , -9.12e-06 , 0.25802 , 3.65905 , 1562
fallmaFEF75 , fallma , FEF75 , -0.29186 , -0.02299 , 1.95e-05 , 9.351e-05 , 0.41146 , 0.64804 , 1562
fallmaFEV05 , fallma , FEV05 , -0.59054 , 0.0234 , -0.0004025 , 0.00010657 , 0.63655 , 0.48792 , 1562
fallmaFEV1 , fallma , FEV1 , -0.96763 , 0.02154 , -0.0004395 , 0.00015006 , 0.69755 , 0.62517 , 1562
fallmaFEV3 , fallma , FEV3 , -1.21166 , 0.02932 , -0.0005263 , 0.00016959 , 0.70085 , 0.70204 , 1562
fallmaFEV6 , fallma , FEV6 , -1.25744 , 0.03367 , -0.0005528 , 0.00017063 , 0.69485 , 0.71018 , 1562
fallmaFVC , fallma , FVC , -1.27016 , 0.03525 , -0.0005461 , 0.00017042 , 0.68696 , 0.70914 , 1562
fallmaMMEF , fallma , MMEF , -0.38248 , 0.02365 , -0.0006457 , 0.00015246 , 0.42962 , 1.03395 , 1562
fallmaPEFR , fallma , PEFR , -1.44316 , 0.08379 , -0.0012172 , 0.00027048 , 0.4623 , 1.50923 , 1562
